Contract Type,Contract Capacity (MW),Facility Name,Supplier Legal Name,Contract Status,Contract Term (Yrs),Milestone Commercial Operation Date,Term Start Date,Term End Date,Fuel Group,Technology,Fuel Type,Connection Type,Closest City/Town,Upper Municipality,IESO Zone,Regional Planning Zone
FIT 3,0.25,Stewart_10020627,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,13-Oct-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Dundalk,Grey,Southwest,Toronto
FIT 3,0.25,Solar Romiluxe 2,SOLAR ROMILUXE 2 LP,CO,20,29-Feb-16,11-Feb-16,10-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Casselman,Prescott and Russell,Ottawa,Greater Ottawa
FIT 3,0.25,Conroy Rd. Ops. Garage,Hydro Ottawa Holding Inc.,CO,20,18-Mar-16,27-Oct-16,17-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,Sayer_10020741,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,11-Oct-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Cache Bay,Nipissing,Northeast,Chatham/Lambton/Sarnia
FIT 3,0.25,20 Massey Rd (RohnBrad),SUNSHARE3 LP,CO,20,21-Oct-16,25-Oct-16,20-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Guelph,Wellington,Southwest,Chatham/Lambton/Sarnia
FIT 3,0.25,1479 Snow Valley Road,Chi Biidaaske Inc.,CO,20,28-Feb-16,14-Jun-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Springwater,Simcoe,Essa,Peterborough to Kingston
FIT 3,0.25,Cedarwell Excavating Ltd.,Cedarwell Excavating Ltd.,CO,20,27-Aug-16,15-Aug-16,14-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Hanover,Grey,Southwest,St. Lawrence
FIT 3,0.25,LeBlanc_10020739,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,25-Nov-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Sturgeon Falls,Nipissing,Northeast,Windsor-Essex
FIT 3,0.25,Lot 8 Groundmount,Zaagate Giizis Energy Inc.,CO,20,10-Apr-18,04-Apr-17,03-Apr-37,Renewables,Solar Ground Mounted,Solar,Dx,Sault Ste. Marie,Algoma,Northeast,Toronto
FIT 3,0.25,Reitdijk_10021062,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,22-Sep-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Murillo,Thunder Bay,Northwest,Greater Ottawa
FIT 3,0.25,GGELP_0018,Gengrowth Energy LP,CO,20,27-Aug-17,09-Jan-18,26-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Peterborough,Peterborough,East,St. Lawrence
FIT 3,0.25,N.T. Recreational Centre - 7300 Industrial Parkway,Sologix Clean Energy Corporation,CO,20,21-Oct-16,21-Apr-17,20-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Alliston,Simcoe,Southwest,GTA West
FIT 3,0.25,GreenLife Solar 16,GreenLife Solar Projects Inc.,CO,20,10-Apr-18,21-Feb-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Havelock,Peterborough,East,Chatham/Lambton/Sarnia
FIT 3,0.25,GG3-001,GSC Southlake Solar LP,CO,20,02-Sep-17,26-Feb-19,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Blezard Valley,Greater Sudbury,Northeast,Toronto
FIT 3,0.25,OT-314 INSHES,2387276 Ontario Inc.,CO,20,16-Oct-16,08-Mar-17,15-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Chatham,Chatham-Kent,West,Niagara
FIT 3,0.25,GreenLife Solar 1,GreenLife Solar Projects Inc.,CO,20,29-Aug-17,09-Jan-19,28-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Grafton,Northumberland,East,Peterborough to Kingston
FIT 3,0.25,516 Simmons Road (J Mason-PIT 3 North),SUNSHARE2 LP,CO,20,28-Aug-17,13-Jul-17,12-Jul-37,Renewables,Solar Ground Mounted,Solar,Dx,Chelmsford,Greater Sudbury,Northeast,Greater Ottawa
FIT 3,0.25,10021049_Lee,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,06-Dec-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Waterford,Norfolk,Southwest,GTA West
FIT 3,0.25,104 Dawson Rd (M Balnar),SUNSHARE2 LP,CO,20,10-Oct-16,25-Oct-16,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Guelph,Wellington,Southwest,London Area
FIT 3,0.25,HPEDSB Centennial SS,Ameresco HPEDSB Solar Inc.,CO,20,28-Feb-16,19-Aug-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Belleville,Hastings,East,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,Gordon Wood and Melanie Wood,Gordon Wood and Melanie Wood,CO,20,27-Aug-16,22-Mar-16,21-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Keene,Peterborough,East,St. Lawrence
FIT 3,0.25,HPEDSB Bayside SS,Ameresco HPEDSB Solar Inc.,CO,20,28-Feb-16,19-Aug-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Belleville,Hastings,East,Greater Bruce/Huron
FIT 3,0.25,Lot 10 Groundmount,Zaagate Giizis Energy Inc.,CO,20,10-Apr-18,04-Apr-17,03-Apr-37,Renewables,Solar Ground Mounted,Solar,Dx,Sault Ste. Marie,Algoma,Northeast,Niagara
FIT 3,0.25,10021164_maloney,Christopher Shawn Maloney & Angela Marie Maloney,CO,20,27-Aug-16,20-Jan-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Seaforth,Huron,Southwest,Greater Ottawa
FIT 3,0.25,Asphodel-Norwood Community Centre,Peterborough Solar Projects Corporation,CO,20,14-Oct-16,09-Sep-16,08-Sep-36,Renewables,Solar Rooftop,Solar,Dx,Norwood,Hastings,East,Niagara
FIT 3,0.25,Simpkins_10020709,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,05-Oct-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Thomasburg,Hastings,East,London Area
FIT 3,0.25,GG3-002,GSC Southlake Solar LP,CO,20,14-Apr-18,08-Mar-19,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Blezard Valley,Greater Sudbury,Northeast,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,1665 River Rd (G Pichette),NORTH SHORE POWER GROUP INC.,CO,20,02-Sep-17,09-Nov-17,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Massey,Sudbury,Northeast,Toronto
FIT 3,0.25,GreenLife Solar 10,GreenLife Solar Projects Inc.,CO,20,29-Aug-17,22-Jan-19,28-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Bobcaygeon,Kawartha Lakes,Essa,Windsor-Essex
FIT 3,0.25,Partridge_10021151,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,13-Sep-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Pontypool,Kawartha Lakes,Toronto,Toronto
FIT 3,0.25,Liddiard_10021027,3691 Manning Solar Inc.,CO,20,27-Aug-16,02-Dec-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,London,Middlesex,West,Toronto
FIT 3,0.25,Barrette_10020846,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,14-Jul-16,13-Jul-36,Renewables,Solar Rooftop,Solar,Dx,Belle River,Essex,West,GTA North
FIT 3,0.25,10021042_McKinley,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,06-Dec-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Oldcastle,Essex,West,Greater Bruce/Huron
FIT 3,0.25,Project Aussie Freedom,Project Aussie Freedom INC,CO,20,27-Aug-16,18-Feb-16,17-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Ennismore,Peterborough,East,Niagara
FIT 3,0.25,Solar Romiluxe,SOLAR ROMILUXE LP,CO,20,29-Feb-16,11-Feb-16,10-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Lefaivre,Prescott and Russell,Ottawa,Toronto
FIT 3,0.25,1689 River Rd (G Beland),NORTH SHORE POWER GROUP INC.,CO,20,02-Sep-17,11-Jan-18,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Massey,Sudbury,Northeast,Burlington to Nanticoke
FIT 3,0.25,EMP-41 SCOTT,2387276 Ontario Inc.,CO,20,14-Oct-16,18-Apr-17,13-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Stratford,Perth,Southwest,Burlington to Nanticoke
FIT 3,0.25,Miles_10021161,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,21-Feb-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Waterford,Norfolk,Southwest,Burlington to Nanticoke
FIT 3,0.25,Solar Del Rey,CEW L3V SOLAR III LIMITED PARTNERSHIP,CO,20,23-Oct-16,07-Apr-17,22-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Orillia,Simcoe,Essa,Burlington to Nanticoke
FIT 3,0.25,Carson Sales Barn,CK Solar Projects LP,CO,20,28-Feb-16,08-Sep-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Listowel,Perth,Southwest,East Lake Superior
FIT 3,0.25,Burford Community Center,Corporation of the County of Brant; Sustainability Brant Community Energy Co-operative Inc. Joint Venture,CO,20,14-Oct-16,15-Sep-16,14-Sep-36,Renewables,Solar Rooftop,Solar,Dx,Burford,Brant,Southwest,GTA West
FIT 3,0.25,Jim Durrell Recreation Complex,Hydro Ottawa Holding Inc.,CO,20,16-Mar-16,19-Jul-16,15-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,South Georgian Bay/Muskoka
FIT 3,0.25,GreenLife Solar 3,GreenLife Solar Projects Inc.,CO,20,29-Aug-17,21-Jan-19,28-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Madoc,Hastings,East,Windsor-Essex
FIT 3,0.25,10021089_cloutier,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,19-Sep-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Earlton,Timiskaming,Northeast,Peterborough to Kingston
FIT 3,0.25,Salford Landfill - Bio-Solid Building,County of Oxford,CO,20,14-Oct-16,27-Feb-17,13-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Salford,Oxford,Southwest,GTA North
FIT 3,0.25,Peterborough Utilities Ashburnham Warehouse,Peterborough Solar Projects Corporation,CO,20,16-Oct-16,09-Sep-16,08-Sep-36,Renewables,Solar Rooftop,Solar,Dx,Peterborough,Peterborough,East,Sudbury/Algoma
FIT 3,0.25,Filmore_10021006,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,22-Nov-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Kearney,Parry Sound,Essa,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,Ennismore Arena,The Corporation of the Township of Selwyn,CO,20,03-Mar-16,08-Jul-16,02-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Ennismore,Peterborough,East,GTA North
FIT 3,0.25,McKinley_10021043v2,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,12-Dec-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Oldcastle,Essex,West,London Area
FIT 3,0.25,Lot 12 Groundmount,Zaagate Giizis Energy Inc.,CO,20,02-Sep-17,04-Apr-17,03-Apr-37,Renewables,Solar Ground Mounted,Solar,Dx,Sault Ste. Marie,Algoma,Northeast,GTA North
FIT 3,0.25,GG3-005,GSC Southlake Solar LP,CO,20,02-Sep-17,20-Dec-18,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Sturgeon Falls,Nipissing,Northeast,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,QSS Dewey Solar,TREC SolarShare Co-operative (No.1) Inc.,CO,20,28-Aug-17,23-Aug-18,27-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Yarker,Lennox and Addington,East,GTA West
FIT 3,0.25,Dalaire_10021143,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,15-Nov-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Verner,Nipissing,Northeast,Windsor-Essex
FIT 3,0.25,GGELP_0028,Gengrowth Energy LP,CO,20,10-Apr-18,22-Dec-17,21-Dec-37,Renewables,Solar Ground Mounted,Solar,Dx,Lindsay,Kawartha Lakes,Essa,Greater Ottawa
FIT 3,0.25,GreenLife Solar 15,GreenLife Solar Projects Inc.,CO,20,10-Apr-18,17-Jun-19,09-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Bobcaygeon,Kawartha Lakes,East,London Area
FIT 3,0.25,LDCSB St. Andre Bessette,Ameresco LDCSB Solar Inc.,CO,20,10-Oct-16,29-Nov-16,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,London,Middlesex,West,Toronto
FIT 3,0.25,1315 Hutchison Rd (Leis Pet),SUNSHARE2 LP,CO,20,21-Oct-16,19-Oct-16,18-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Wellesley,Waterloo,Southwest,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,9 - McConnell,SIF Amber (3.5) Project LP,CO,20,10-Oct-16,23-May-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Port Burwell,Elgin,West,Toronto
FIT 3,0.25,Stewart_10020795,Skyline Private Opportunities Corp.,CO,20,27-Aug-16,31-Oct-16,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Brockville,Leeds and Grenville,East,GTA North
FIT 3,0.25,7 - Larry Dawson,SIF Amber (3.5) Project LP,CO,20,10-Oct-16,23-May-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Springfield,Elgin,Southwest,South Georgian Bay/Muskoka
FIT 3,0.25,45 Massey Rd (RohnBrad),SUNSHARE3 LP,CO,20,23-Oct-16,11-Jan-17,22-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Guelph,Wellington,Southwest,Peterborough to Kingston
FIT 3,0.25,GG3-012,GSC Southlake Solar LP,CO,20,02-Sep-17,26-Feb-19,01-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Blezard Valley,Greater Sudbury,Northeast,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.25,516 Simmons Road (J Mason-PIT 3 South),SUNSHARE2 LP,CO,20,28-Aug-17,17-Jul-17,16-Jul-37,Renewables,Solar Ground Mounted,Solar,Dx,Chelmsford,Greater Sudbury,Northeast,GTA East
FIT 3,0.25,GG3-007,GSC Southlake Solar LP,CO,20,14-Apr-18,11-Oct-19,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Castleton,Northumberland,East,GTA West
FIT 3,0.25,P175,Reliant First Nation Limited Partnership,CO,20,04-Sep-17,13-Feb-18,03-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,London Area
FIT 3,0.25,Tottenham Arena & Community Centre - 139 Queen St.,Sologix Clean Energy Corporation,CO,20,21-Oct-16,21-Apr-17,20-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Tottenham,Simcoe,Southwest,Peterborough to Kingston
FIT 3,0.25,8572 Highway 7 (R Fellows),NORTH SHORE POWER GROUP INC.,CO,20,13-Jul-16,12-Sep-16,12-Jul-36,Renewables,Solar Rooftop,Solar,Dx,Rockwood,Wellington,Southwest,GTA North
FIT 3,0.25,1 Maybrook Drive,Chi Biidaaske Inc.,CO,20,28-Feb-16,08-Feb-16,07-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA North
FIT 3,0.25,QSS Kaladar Solar,Community Solar Assets 4 Limited,CO,20,28-Aug-17,19-Jun-17,18-Jun-37,Renewables,Solar Ground Mounted,Solar,Dx,Flinton,Lennox and Addington,East,GTA West
FIT 3,0.25,SFF 5,2387282 Ontario Inc.,CO,20,14-Apr-18,13-Jul-18,13-Apr-38,Renewables,Solar Ground Mounted,Solar,Dx,Grafton,Northumberland,East,Peterborough to Kingston
FIT 3,0.25,560 Parkside,2387281 Ontario Inc.,CO,20,21-Oct-16,21-Apr-17,20-Oct-36,Renewables,Solar Rooftop,Solar,Dx,Waterloo,Waterloo,Southwest,Greater Ottawa
FIT 3,0.25,Walter Baker Sports Centre,Hydro Ottawa Holding Inc.,CO,20,18-Mar-16,09-Sep-16,17-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,South Georgian Bay/Muskoka
FIT 3,0.25,SPN 425,SPN LP 3,CO,20,10-Oct-16,05-Apr-17,09-Oct-36,Renewables,Solar Rooftop,Solar,Dx,St. Marys,Perth,Southwest,London Area
FIT 3,0.25,GG3-014,GSC Southlake Solar LP,CO,20,03-Sep-17,21-Feb-19,02-Sep-37,Renewables,Solar Ground Mounted,Solar,Dx,Sturgeon Falls,Nipissing,Northeast,St. Lawrence
FIT 3,0.25,P170,Reliant First Nation Limited Partnership,CO,20,04-Sep-17,05-Sep-17,03-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,Peterborough to Kingston
FIT 3,0.25,GGELP_0027,Gengrowth Energy LP,CO,20,27-Aug-17,22-Dec-17,26-Aug-37,Renewables,Solar Ground Mounted,Solar,Dx,Douro,Peterborough,East,East Lake Superior
FIT 4,0.25,AccuWright Solar,Oxford Community Solar One LP,CO,20,27-Mar-18,07-Nov-17,06-Nov-37,Renewables,Solar Rooftop,Solar,Dx,Woodstock,Oxford,Southwest,Greater Ottawa
FIT 4,0.25,Senn 2015,1024248 Ontario Inc.,CO,20,01-Sep-19,18-Sep-19,31-Aug-39,Renewables,Bioenergy,Biogas (On-Farm),Dx,St. Bernardin,Prescott and Russell,Ottawa,Burlington to Nanticoke
FIT 4,0.25,Icarus 250 kW Meaford,GSC SPN 4 Projects LP.,CO,20,25-Feb-18,21-Aug-18,24-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Meaford,Grey,Southwest,GTA North
FIT 4,0.25,AVICOLE 7,ASM SOLAR P6 LP,CO,20,29-Mar-18,26-Mar-18,25-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Plantagenet,Prescott and Russell,Ottawa,London Area
FIT 4,0.25,Acton Arena,Halton Hills Community Energy Corporation,CO,20,18-Feb-18,27-Apr-17,26-Apr-37,Renewables,Solar Rooftop,Solar,Dx,Acton,Halton,Toronto,GTA North
FIT 4,0.25,Uvalux Roof,Oxford Community Solar One LP,CO,20,27-Mar-18,09-Mar-18,08-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Woodstock,Oxford,Southwest,Peterborough to Kingston
FIT 4,0.25,Hillside Gardens Limited-GA027,SCCEC 4.0 LP,CO,20,13-Mar-18,05-Dec-17,04-Dec-37,Renewables,Solar Rooftop,Solar,Dx,Bradford,Simcoe,Essa,Peterborough to Kingston
FIT 4,0.25,Ledgecroft Farms - Biogas System 250kW,William Benjamin Green,CO,20,11-Aug-19,30-Nov-18,29-Nov-38,Renewables,Bioenergy,Biogas (On-Farm),Dx,Seeleys Bay,Leeds and Grenville,East,St. Lawrence
FIT 4,0.25,Fifth Conc Rd Coboconk 1,Saturn Solar 4 LP,CO,20,13-Sep-19,15-Jan-19,14-Jan-39,Renewables,Solar Ground Mounted,Solar,Dx,Coboconk,Kawartha Lakes,Essa,St. Lawrence
FIT 4,0.25,Walker Rooftop-CH017,SCCEC 4.0 LP,CO,20,15-Mar-18,08-Aug-18,14-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Stayner,Simcoe,Southwest,Peterborough to Kingston
FIT 4,0.25,Hwy 518 West Sprucedale 2,Saturn Solar 4 LP,CO,20,04-Oct-19,21-Feb-19,20-Feb-39,Renewables,Solar Ground Mounted,Solar,Dx,Sprucedale,Parry Sound,Essa,Toronto
FIT 4,0.25,HUC91,2622882 Ontario Inc.,CO,20,06-Mar-18,06-Sep-18,05-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Hamilton,Hamilton,Southwest,Windsor-Essex
FIT 4,0.25,"DeKoning, Richard - JB044",HSSW Limited Partnership,CO,20,20-Sep-19,19-Sep-19,18-Sep-39,Renewables,Solar Ground Mounted,Solar,Dx,Sebright,Simcoe,Essa,London Area
FIT 4,0.25,WATE018,SC&G LP,CO,20,14-Apr-18,05-Jul-18,13-Apr-38,Renewables,Solar Rooftop,Solar,Dx,Cambridge,Waterloo,Southwest,Greater Bruce/Huron
FIT 4,0.25,ERTH Embro Community Centre Solar,ERTH Community Power One LP,CO,20,06-Mar-18,31-Jul-18,05-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Embro,Oxford,Southwest,London Area
FIT 4,0.25,HUC601,2622882 Ontario Inc.,CO,20,06-Mar-18,06-Sep-18,05-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Hamilton,Hamilton,Southwest,South Georgian Bay/Muskoka
FIT 4,0.25,ERTH Tavistock Arena Solar,ERTH Community Power One LP,CO,20,06-Mar-18,13-Jul-18,05-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Tavistock,Oxford,Southwest,Greater Ottawa
FIT 4,0.25,Science Hill Poultry Inc.,Science Hill Poultry Inc.,CO,20,18-Feb-18,09-Dec-17,08-Dec-37,Renewables,Solar Rooftop,Solar,Dx,St. Marys,Perth,Southwest,North/East of Sudbury
FIT 4,0.25,ALLOY SOLAR,ALLOY CASTING INDUSTRIES LIMITED,CO,20,15-Mar-18,29-Mar-18,14-Mar-38,Renewables,Solar Rooftop,Solar,Dx,New Hamburg,Waterloo,Southwest,South Georgian Bay/Muskoka
FIT 4,0.25,Fifth Conc Rd Coboconk 2,Saturn Solar 4 LP,CO,20,20-Sep-19,15-Jan-19,14-Jan-39,Renewables,Solar Ground Mounted,Solar,Dx,Coboconk,Kawartha Lakes,Essa,GTA North
FIT 4,0.25,Bolton Manor 2015,Bolton Manor Holsteins Limited,CO,20,29-Sep-19,29-Aug-19,28-Aug-39,Renewables,Bioenergy,Biogas (On-Farm),Dx,Thamesford,Middlesex,Southwest,Toronto
FIT 4,0.25,Harriston Arena,The Corporation of the Town of Minto,CO,20,25-Feb-18,29-May-18,24-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Harriston,Wellington,Southwest,Toronto
FIT 4,0.25,C2 - GS41,SUNSHARE4 LP,CO,20,25-Feb-18,07-May-18,24-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Hillsburgh,Wellington,Southwest,Burlington to Nanticoke
FIT 4,0.25,MESSIER 250,ASM SOLAR P4 LP,CO,20,29-Mar-18,22-Dec-17,21-Dec-37,Renewables,Solar Rooftop,Solar,Dx,Alfred,Prescott and Russell,Ottawa,Toronto
FIT 4,0.25,Keeler Centre Solar,Community Solar Assets 2 Limited,CO,20,23-Feb-18,10-Nov-17,09-Nov-37,Renewables,Solar Rooftop,Solar,Dx,Colborne,Northumberland,East,Toronto
FIT 4,0.25,Stanton Farms Biogas (Twelve Mile Road South),Stanton Bros. Limited,CO,20,13-Sep-19,03-May-19,02-May-39,Renewables,Bioenergy,Biogas (On-Farm),Dx,Ilderton,Middlesex,West,Windsor-Essex
FIT 4,0.25,De Koning Home Farm,Martin and Dorine De Koning,CO,20,27-Mar-18,31-Jul-18,26-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Watford,Lambton,West,Kitchener-Waterloo-Guelph-Cambridge
FIT 4,0.25,"Hopkins, Jim & Aubrey-JB040",HSSW Limited Partnership,CO,20,27-Sep-19,25-Sep-19,24-Sep-39,Renewables,Solar Ground Mounted,Solar,Dx,Fenelon Falls,Kawartha Lakes,Essa,Sudbury/Algoma
FIT 4,0.25,Palmerston Arena,The Corporation of the Town of Minto,CO,20,23-Feb-18,26-Mar-18,22-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Palmerston,Wellington,Southwest,London Area
FIT 4,0.25,1780 Napperton Drive,GSC RP 3 LP,CO,20,16-Feb-18,01-Feb-18,31-Jan-38,Renewables,Solar Rooftop,Solar,Dx,Kerwood,Middlesex,West,South Georgian Bay/Muskoka
FIT 4,0.25,Bretzler 2015,BRETZLER FARMS LTD.,CO,20,20-Sep-19,01-Mar-19,28-Feb-39,Renewables,Bioenergy,Biogas (On-Farm),Dx,Crysler,"Stormont, Dundas and Glengarry",East,Toronto
FIT 4,0.25,Greenholm Power 2,Greenholm Power Limited,CO,20,18-Aug-19,01-Aug-18,31-Jul-38,Renewables,Bioenergy,Biogas (On-Farm),Dx,Embro,Oxford,Southwest,Burlington to Nanticoke
FIT 4,0.25,GREENBANK STORAGE SOLAR,Dymon Storage (Ottawa) Corporation,CO,20,04-Oct-18,04-Oct-18,03-Oct-38,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Toronto
FIT 4,0.25,Walkley Storage Solar,Dymon Storage (Ottawa) Corporation,CO,20,11-Feb-18,27-Jul-18,10-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Toronto
FIT 4,0.25,8 - SPN537,SPN LP 10,CO,20,22-Mar-18,20-Sep-18,21-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Wallaceburg,Chatham-Kent,West,South Georgian Bay/Muskoka
FIT 4,0.25,Stanton Farms Biogas (Twelve Mile Road North),Stanton Bros. Limited,CO,20,20-Sep-19,22-Sep-18,21-Sep-38,Renewables,Bioenergy,Biogas (On-Farm),Dx,Ilderton,Middlesex,West,Toronto
FIT 4,0.25,IKEA Ottawa,IKEA Properties Ltd.,CO,20,25-Feb-18,21-Feb-18,20-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Toronto
FIT 5,0.25,"6041 Highway 15(2), Kingston",2531789 Ontario Inc.,CO,20,16-Dec-20,06-Jan-21,15-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Seeleys Bay,Leeds and Grenville,East,GTA North
FIT 5,0.25,Carleton Corner Farms Biogas 3,Carleton Corner Farms Ltd.,CO,20,19-Oct-20,05-Apr-19,04-Apr-39,Renewables,Bioenergy,Biogas (On-Farm),Dx,Russell,Prescott and Russell,Ottawa,Toronto
FIT 5,0.25,"6041 Highway 15, Kingston(1)",2531789 Ontario Inc.,CO,20,16-Dec-20,06-Jan-21,15-Dec-40,Renewables,Solar Ground Mounted,Solar,Dx,Seeleys Bay,Leeds and Grenville,East,Toronto
FIT 5,0.25,5206 TC-Pt Lt 4 Con 3 (2),2405799 Ontario Inc.,CO,20,16-Nov-20,27-Nov-20,15-Nov-40,Renewables,Solar Ground Mounted,Solar,Dx,Godfrey,Frontenac,East,GTA West
FIT 5,0.25,548 DH-650 Upper Dwyer,2503072 Ontario Inc.,CO,20,10-Oct-20,28-Feb-20,28-Feb-40,Renewables,Solar Ground Mounted,Solar,Dx,Almonte,Lanark,Ottawa,Peterborough to Kingston
FIT 5,0.25,Gardiner Farm 250 kW Biogas 2,Ben Gardiner Farms Inc.,CO,20,03-Oct-20,15-Jan-20,14-Jan-40,Renewables,Bioenergy,Biogas (On-Farm),Dx,Kirkton,Perth,Southwest,London Area
HCI,0.25,Saugeen GS,Jancal Power Ltd.,CO,20,01-Aug-12,01-Aug-12,01-Aug-32,Renewables,Hydroelectricity,Waterpower,Dx,Durham,Grey,Southwest,Toronto
RESOP,0.25,Wilson's Mill,Wilson's Mill Power Inc.,CO,40,,17-Aug-07,31-May-48,Renewables,Hydroelectricity,Waterpower,Dx,Fergus,Wellington,Southwest,Peterborough to Kingston
