Calendar Year,Scenario,Fuel Type,Output, Value 
2030,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,448 "
2030,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 6,680 "
2031,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2031,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,622 "
2031,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2031,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2031,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2031,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW),
2031,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 1,160 "
2031,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 300 
2031,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW),
2031,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2031,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2031,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,698 "
2031,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 7,080 "
2032,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2032,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,667 "
2032,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW), 929 
2032,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2032,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2032,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 496 
2032,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 1,560 "
2032,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2032,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW), 443 
2032,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2032,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2032,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 2,944 "
2032,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 7,541 "
2033,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2033,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,667 "
2033,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2033,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2033,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2033,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 496 
2033,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 2,060 "
2033,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2033,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW), 863 
2033,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2033,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2033,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,194 "
2033,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 8,118 "
2034,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 2,416 "
2034,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2034,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2034,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2034,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2034,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 496 
2034,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 2,560 "
2034,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2034,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW), 863 
2034,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2034,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2034,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,444 "
2034,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 8,722 "
2035,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2035,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2035,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2035,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2035,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2035,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 496 
2035,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,060 "
2035,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2035,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,494 "
2035,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2035,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2035,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,724 "
2035,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 9,422 "
2036,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2036,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2036,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2036,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2036,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2036,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 496 
2036,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,060 "
2036,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2036,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,494 "
2036,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2036,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2036,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,724 "
2036,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 9,422 "
2037,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2037,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2037,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2037,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2037,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2037,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 796 
2037,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,060 "
2037,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2037,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,494 "
2037,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2037,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,205 "
2037,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,724 "
2037,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 9,427 "
2038,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,548 "
2038,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2038,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2038,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2038,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2038,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW), 796 
2038,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,060 "
2038,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2038,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 1,809 "
2038,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2038,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,157 "
2038,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 3,724 "
2038,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 9,827 "
2039,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2039,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2039,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2039,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2039,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2039,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW)," 1,096 "
2039,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,010 "
2039,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2039,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,019 "
2039,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2039,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,107 "
2039,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 4,224 "
2039,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 10,261 "
2040,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2040,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2040,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2040,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2040,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2040,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW)," 1,096 "
2040,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 2,962 "
2040,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2040,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,019 "
2040,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2040,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,107 "
2040,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 4,724 "
2040,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 10,127 "
2041,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity End Year (MW)," 1,475 "
2041,Renewables and Storage Rush,Cogeneration,Capacity End Year (MW)," 6,712 "
2041,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity End Year (MW),
2041,Renewables and Storage Rush,Hydroelectric,Capacity End Year (MW), 894 
2041,Renewables and Storage Rush,Net Imports,Capacity End Year (MW), -   
2041,Renewables and Storage Rush,Storage - Compressed Air,Capacity End Year (MW)," 1,096 "
2041,Renewables and Storage Rush,Storage - Battery,Capacity End Year (MW)," 3,362 "
2041,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity End Year (MW), 600 
2041,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity End Year (MW)," 2,019 "
2041,Renewables and Storage Rush,Other,Capacity End Year (MW), 443 
2041,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity End Year (MW)," 1,057 "
2041,Renewables and Storage Rush,Solar,Capacity End Year (MW)," 5,186 "
2041,Renewables and Storage Rush,Wind,Capacity End Year (MW)," 9,957 "
2022,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2022,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2022,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 1 
2022,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2022,Dispatchable Dominant,Net Imports,Capacity Factor,
2022,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor,
2022,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2022,Dispatchable Dominant,Other,Capacity Factor, 1 
2022,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2022,Dispatchable Dominant,Solar,Capacity Factor, 0 
2022,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2022,Dispatchable Dominant,Wind,Capacity Factor, 0 
2023,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2023,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2023,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2023,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2023,Dispatchable Dominant,Net Imports,Capacity Factor,
2023,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor,
2023,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2023,Dispatchable Dominant,Other,Capacity Factor, 1 
2023,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2023,Dispatchable Dominant,Solar,Capacity Factor, 0 
2023,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2023,Dispatchable Dominant,Wind,Capacity Factor, 0 
2024,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2024,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2024,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2024,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2024,Dispatchable Dominant,Net Imports,Capacity Factor,
2024,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor,
2024,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2024,Dispatchable Dominant,Other,Capacity Factor, 1 
2024,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2024,Dispatchable Dominant,Solar,Capacity Factor, 0 
2024,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2024,Dispatchable Dominant,Wind,Capacity Factor, 0 
2025,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2025,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2025,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2025,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2025,Dispatchable Dominant,Net Imports,Capacity Factor,
2025,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor,
2025,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2025,Dispatchable Dominant,Other,Capacity Factor, 1 
2025,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2025,Dispatchable Dominant,Solar,Capacity Factor, 0 
2025,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2025,Dispatchable Dominant,Wind,Capacity Factor, 0 
2026,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2026,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2026,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2026,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2026,Dispatchable Dominant,Net Imports,Capacity Factor,
2026,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor, 1 
2026,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2026,Dispatchable Dominant,Other,Capacity Factor, 1 
2026,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2026,Dispatchable Dominant,Solar,Capacity Factor, 0 
2026,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2026,Dispatchable Dominant,Wind,Capacity Factor, 0 
2027,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2027,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2027,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2027,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2027,Dispatchable Dominant,Net Imports,Capacity Factor,
2027,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor, 1 
2027,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2027,Dispatchable Dominant,Other,Capacity Factor, 1 
2027,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2027,Dispatchable Dominant,Solar,Capacity Factor, 0 
2027,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2027,Dispatchable Dominant,Wind,Capacity Factor, 0 
2028,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2028,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2028,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2028,Dispatchable Dominant,Hydroelectric,Capacity Factor, 0 
2028,Dispatchable Dominant,Net Imports,Capacity Factor,
2028,Dispatchable Dominant,Combined-Cycle with CCUS,Capacity Factor, 1 
2028,Dispatchable Dominant,Hydrogen Simple Cycle,Capacity Factor,
2028,Dispatchable Dominant,Other,Capacity Factor, 1 
2028,Dispatchable Dominant,Natural Gas Simple-Cycle,Capacity Factor, 0 
2028,Dispatchable Dominant,Solar,Capacity Factor, 0 
2028,Dispatchable Dominant,Storage - Battery,Capacity Factor, -   
2028,Dispatchable Dominant,Wind,Capacity Factor, 0 
2029,Dispatchable Dominant,Natural Gas Combined-Cycle,Capacity Factor, 1 
2029,Dispatchable Dominant,Cogeneration,Capacity Factor, 1 
2029,Dispatchable Dominant,Coal to Gas - Steam Boiler,Capacity Factor, 0 
